"CUE Anexo","Es anexo","Sector","Recibe subvención estatal","Es confesional","Ámbito","Nombre del establecimiento","Domicilio","C. P.","Localidad","Teléfono","Correo electrónico","Ofrece educación primaria","Ofrece educación secundaria","Ofrece educación inicial y/o maternal","Turnos del nivel secundario","Jornada extendida","Idiomas que se enseñan","Artisticas","Biblioteca","Sala o laboratorio de informática","Tiene asociación cooperadora","Dispone de conexión a internet","Tipo de conexión","Origen de electricidad","Es secundaria técnica","Es artística","Es modalidad intercultural bilingüe","Establecimiento creado en 2024","Secciones","Secciones independientes de nivel secundario en 2023","Secciones múltiples de nivel secundario en 2023","Matrícula","Matrícula varones de nivel secundario en 2023","Egresados de nivel secundario en 2022","Egresados varones de nivel secundario en 2022","Latitud","Longitud","Precisión del georreferenciamiento","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio"
"140252000",2,1,2,2,1,"I.P.E.T. Nº 104 ARTURO CAPDEVILA","GUSTAVO LUNA ASIS  FATIMA CRUZ DEL EJE","X5280","CRUZ DEL EJE","03549 426760/61","ipet104ac@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública",1,2,2,2,22,22,0,293,120,18,5,-30.733879,-64.788829,"APROXIMADA","14","Córdoba","14028","Cruz del Eje","140280210"
"140319800",2,1,2,2,1,"I.P.E.T. Nº 253 PTE. JUAN DOMINGO PERON","LEANDRO N. ALEM S/N°  ESCUELA NORMAL CRUZ DEL EJE","X5280","CRUZ DEL EJE","03549 426754","ipem253@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,24,20,4,575,393,33,28,-30.73403169,-64.78954993,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280209"
"140371300",2,2,5,3,2,"INSTITUTO DE LA FAMILIA AGRICOLA","MANZANA 2 LOTE 1  IPV TUCLAME","X5286","TUCLAME","03549 495132","leoasis_18@hotmail.com",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",1,2,2,2,10,10,0,181,90,16,10,-30.74687122,-65.23782817,"APROXIMADA","14","Córdoba","14028","Cruz del Eje","140280410"
"140189100",2,1,2,2,2,"I.P.E.A. Nº 113 BRIG. GRAL. JUAN FACUNDO QUIROGA","LISANDRO DE LA TORRE  CENTRO CAÑADA DE LUQUE(entre Irigoyen y M.Argentinas)","X5229","CAÑADA DE LUQUE","03525 495073/ 951","ipem113@yahoo.com.ar; EE0310537@me.cba.gov.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,7,7,0,145,67,7,0,-30.7345147,-63.7227216,"PRECISA","14","Córdoba","14168","Totoral","141680114"
"140468300",2,1,2,2,2,"I.P.E.A. Nº 306 DR. AMADEO SABATTINI","TUPAC AMARU S/N°   PASO VIEJO","X5284","PASO VIEJO","03549 15520436","ipemsabattini@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Satelital","Red Pública",1,2,2,2,8,7,1,139,71,18,6,-30.76694067,-65.19484577,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280409"
"140548700",2,1,2,2,2,"I.P.E.M. N° 381","PUBLICA   BAÑADO DE SOTO","X5000","BAÑADO DE SOTO","0 0","ipem381@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,2,1,2,"","Red Pública",2,2,2,2,6,6,0,108,63,12,7,-30.79394736,-65.05337243,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280501"
"140110700",2,2,5,1,1,"INSTITUTO CRISTO REY","BV. 9 DE JULIO 1008 CENTRO MORTEROS","X2421","MORTEROS","03562 422140","cristorey_secundario@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,12,12,0,377,150,59,27,-30.71256168,-62.00693956,"PRECISA","14","Córdoba","14140","San Justo","141400712"
"140110600",2,1,2,2,1,"I.P.E.M.y T. Nº 286 DOMINGO FAUSTINO SARMIENTO","DORREGO 859 URQUIZA MORTEROS","X2421","MORTEROS","03562 425330","ipemyt286@coopmorteros.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,28,28,0,799,362,43,18,-30.71221897,-61.99553912,"PRECISA","14","Córdoba","14140","San Justo","141400713"
"140506500",2,1,2,2,2,"I.P.E.M. Nº 340 HORACIO GOÑI FIERRO","ESPAÑA   SARMIENTO","X5212","SARMIENTO","03525 499911","ipem340@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica","Red Pública",2,2,2,2,7,7,0,206,101,11,5,-30.77595996,-64.10872586,"PRECISA","14","Córdoba","14168","Totoral","141680311"
"140575100",2,2,1,3,1,"INSTITUTO PRIVADO 9 DE JULIO","HIPOLITO IRIGOYEN 1560 JORGE NEWBERRY MORTEROS","X2421","MORTEROS","03562 403595","instituto9dejuliosecundario@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,4,4,0,99,47,0,0,-30.71897619,-62.00578787,"PRECISA","14","Córdoba","14140","San Justo","141400718"
"140255700",2,1,2,2,2,"I.P.E.M. Nº 45 DR. ERNESTO MOLINARI ROMERO","REINA MORA    ENTRE LOS ALGARROBOS Y LOS CHAÑARES","X5282","SAN MARCOS SIERRA","03549 496022","ipem45@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",2,2,2,2,9,9,0,209,108,21,6,-30.78089069,-64.64315251,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280607"
"140255800",2,1,2,2,2,"I.P.E.T. Nº 110 MANUEL HIDALGO","CALLE PUBLICA   CANTERAS QUILPO","X5281","CANTERAS QUILPO","0 0","ipet110quilpo@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Satelital","Red Pública",1,2,2,2,7,7,0,58,34,2,1,-30.8575883,-64.69483145,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280604"
"140054800",2,2,5,1,1,"INSTITUTO JOSE MANUEL ESTRADA","RIVADAVIA 941  OBISPO TREJO","X5225","OBISPO TREJO","03575 497090","jmeobispotrejo@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",1,2,2,2,14,14,0,230,108,28,5,-30.78042035,-63.40991024,"PRECISA","14","Córdoba","14105","Río Primero","141050113"
"140492004",1,1,2,2,1,"I.P.E.M. Nº 327 MARIA SECUNDINA LOPEZ - ANEXO OBISPO TREJO","BELGRANO 751 CENTRO OBISPO TREJO","X5225","OBISPO TREJO","03574 481390","",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas",2,2,1,1,"Cable Modem","Red Pública",2,2,2,2,5,5,0,102,48,0,0,-30.78042437,-63.4099248,"PRECISA","14","Córdoba","14105","Río Primero","141050113"
"140250600",2,1,2,2,1,"I.P.E.T. Nº 254 TRISTAN DE TEJEDA","JUAN BAUTISTA ALBERDI 2200 ALVEAR VILLA DE SOTO","X5284","VILLA DE SOTO","03549 486782","tecnicasoto@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública",1,2,2,2,15,15,0,332,248,25,20,-30.85941879,-64.98239308,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280504"
"140448403",1,1,2,2,2,"I.P.E.M. Nº 294 JESUS MARIA ANEXO SANTA CATALINA","CALLE PUBLICA   SANTA CATALINA","X5221","SANTA CATALINA","03525 15531679(DIRECT)","",2,1,2,"Mañana, Doble",2,"Inglés","Artísticas Visuales/Plástica, Teatro",2,2,1,1,"ADSL","Red Pública",2,2,2,2,2,0,2,27,15,2,2,-30.870459,-64.233083,"PRECISA","14","Córdoba","14168","Totoral","141680303"
"140573604",1,1,2,2,2,"I.P.E.M. N° 425 ANEXO COLONIA MILESSI","CALLE PUBLICA S/N°   COLONIA MILESSI","X2349","COLONIA MILESSI","03562 15517554","",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,3,0,3,57,28,5,1,-30.83511116,-62.13981975,"APROXIMADA","14","Córdoba","14140","San Justo","141400808"
"140369505",1,1,2,2,2,"I.P.E.M. N° 109 JERONIMO L. DE CABRERA - ANEXO LA HIGUERA -","PUBLICA   LA HIGUERA - 14003100 Esc. S. Martin","X5285","LA HIGUERA","03452 491900 Base","ipemanexohiguera@outlook.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,2,"","Red Pública",2,2,2,2,6,6,0,48,24,9,6,-31.01497383,-65.09929344,"APROXIMADA","14","Córdoba","14028","Cruz del Eje","140280503"
"140034600",2,2,5,1,1,"INSTITUTO JOSE MANUEL ESTRADA","JOSE IGNACIO PERALTA 339 CENTRO VILLA DE SOTO","X5284","VILLA DE SOTO","03549 480692","ijmesoto@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica","Red Pública",2,2,2,2,12,12,0,409,169,44,17,-30.85586802,-64.98595792,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280509"
"140255400",2,2,5,1,1,"INST. SUP. SANTO DOMINGO","JOSE IGNACIO PERALTA 249 CENTRO VILLA DE SOTO","X5284","VILLA DE SOTO","03549 480523","isdsoto@yahoo.com.ar; idssoto@gmail.com; isdnivelsuperior@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Telefónica/ Internet Móvil","Red Pública",2,2,2,2,13,13,0,397,158,27,6,-30.85622281,-64.98681697,"PRECISA","14","Córdoba","14028","Cruz del Eje","140280509"
"140263400",2,1,2,2,1,"I.P.E.M. Nº 279 MAESTRO LUCIANO BOUCAR","HIPOLITO YRIGOYEN 450 CENTRO CAPILLA DEL MONTE","X5184","CAPILLA DEL MONTE","03548 486631","ipem279@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL","Red Pública",2,2,2,2,17,17,0,494,240,26,6,-30.857214,-64.527657,"APROXIMADA","14","Córdoba","14091","Punilla","140910107"
"140442000",2,2,5,1,1,"INSTITUTO MADRE CABRINI","PASAJE SAN JOSE 55 SAN MARTIN CAPILLA DEL MONTE","X5184","CAPILLA DEL MONTE","03548 481218","nivel.secundario@institutomadrecabrini.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Telefónica/ ADSL/ Cable Modem/ Satelital","Red Pública",2,2,2,2,6,6,0,185,65,26,16,-30.86049754,-64.51963768,"PRECISA","14","Córdoba","14091","Punilla","140910106"
"140263500",2,1,2,2,1,"I.P.E.M. Nº 88 MERCEDES SAN MARTIN DE BALCARCE","FERNANDO FADER S/N  LA ATALAYA CAPILLA DEL MONTE","X5184","CAPILLA DEL MONTE","03548 486633","ipem88@hotmail.com; ipem88capilladelmonte@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica","Red Pública",2,2,2,2,17,17,0,337,163,35,17,-30.866789,-64.533215,"APROXIMADA","14","Córdoba","14091","Punilla","140910116"
"140378000",2,1,2,2,1,"I.P.E.T. Nº 58 GENERAL MOSCONI","SAN MARTIN   LA PUERTA","X4872","LA PUERTA","03575 422002/182","ipem58gralmosconi@yahoo.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",1,2,2,2,27,27,0,667,322,68,29,-30.8972662,-63.25075304,"PRECISA","14","Córdoba","14105","Río Primero","141050208"
"140339400",2,2,5,1,2,"INSTITUTO AGROTECNICO NUESTRA SEÑORA DEL ROSARIO","ANA PASSADORE 545 CENTRO COLONIA VIGNAUD","X2420","COLONIA VIGNAUD","03564 450923","iasvignaud@elcolegioencasa.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL","Red Pública, Grupo electrógeno",1,2,2,2,7,7,0,272,177,23,17,-30.83995,-61.957338,"APROXIMADA","14","Córdoba","14140","San Justo","141400821"
"140255703",1,1,2,2,2,"I.P.E.M. N° 45 DR. ERNESTO MOLINARI ROMERO ANEXO CRUZ DE CAÑA","CALLE PUBLICA   CRUZ DE CAÑA","X5287","CRUZ DE CAÑA","03549 480222","",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,2,2,1,"Internet Móvil","Red Pública",2,2,2,2,6,6,0,56,32,9,4,-31.06680327,-64.94286728,"APROXIMADA","14","Córdoba","14028","Cruz del Eje","140280701"
"140346301",1,1,2,2,2,"I.P.E.T. N° 232 PROF. ENRIQUE ALBERTO FLORES - ANEXO GUASAPAMPA","CALLE PUBLICA   GUASAPAMPA","X5285","GUASAPAMPA","03549 422908 Dir","ipem232_minas@hotmail.com;ipet232anexoguasapampa@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Danzas",2,2,1,1,"Satelital","Red Pública",2,2,2,2,2,0,2,30,17,3,2,-31.08908526,-65.34106447,"PRECISA","14","Córdoba","14070","Minas","140700103"
"140346302",1,1,2,2,2,"I.P.E.T. N° 232 PROF. ENRIQUE ALBERTO FLORES - ANEXO LA PLAYA","CALLE PUBLICA   LA PLAYA","X5285","LA PLAYA","0 0","",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,2,1,1,"Satelital","Red Pública",2,2,2,2,6,6,0,28,12,4,3,-31.01061135,-65.36132956,"PRECISA","14","Córdoba","14070","Minas","140700103"
"140347102",1,1,2,2,2,"I.P.E.M. Nº 165 PRESBITERO JOSE BONORIS ANEXO ATAHONA","CALLE PUBLICA S/N    ATAHONA","X5225","ATAHONA","0325 466385","anexo.atahona@gmail.com",2,1,2,"Tarde",2,"","Música, Artísticas Visuales/Plástica",1,2,1,1,"Satelital","Red Pública",2,2,2,2,2,0,2,19,13,1,0,-30.90293,-63.706232,"PRECISA","14","Córdoba","14105","Río Primero","141050108"
"140346303",1,1,2,2,2,"I.P.E.T. N° 232 PROF. ENRIQUE ALBERTO FLORES  - ANEXO TOSNO","CALLE PUBLICA   TOSNO","X5289","TOSNO","0 0","ipem232_minas@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música",2,2,1,1,"Satelital","Red Pública",2,2,2,2,1,0,1,13,8,1,0,-30.9501518,-65.3156039,"PRECISA","14","Córdoba","14070","Minas","140700201"
"140378400",2,1,2,2,2,"I.P.E.A. Nº 228 SAN ISIDRO LABRADOR","AV. PEDRO J. FONTANA 448  VILLA FONTANA","X5137","VILLA FONTANA","03575 494170","ipemsil_228@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica",1,2,1,1,"Cable Modem","Red Pública",1,2,2,2,14,11,3,262,127,41,24,-30.89289942,-63.11598003,"PRECISA","14","Córdoba","14105","Río Primero","141050215"
"140562300",2,1,2,2,1,"ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION","17 de agosto 405 Villa Guglieri LA PARA","X5137","LA PARA","03575 486738","lapara.ds@escuelasproa.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,152,88,9,4,-30.89234897,-63.00141093,"PRECISA","14","Córdoba","14105","Río Primero","141050212"
"140322100",2,2,5,3,1,"INSTITUTO SECUNDARIO MANUEL BELGRANO","AVENIDA SEEBER 317 MANUEL BELGRANO BRINKHANN","X2419","BRINCKMANN","03562 455170","imbelgrano_brkmedio@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ ADSL/ Cable Modem","Red Pública",2,2,2,2,14,14,0,404,173,57,20,-30.86790262,-62.03324695,"PRECISA","14","Córdoba","14140","San Justo","141400816"
"140379000",2,2,5,1,1,"INSTITUTO MONSEÑOR ESQUIU","MARIANO MORENO 749 CENTRO LA PARA","X5137","LA PARA","03575 491111","imelapara@cooplapara.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,3,0,3,184,84,28,13,-30.89392,-63.00342,"APROXIMADA","14","Córdoba","14105","Río Primero","141050213"
"140507300",2,1,2,2,2,"I.P.E.A. Nº 343 MAURICIO RUMBOLL","LAS ACACIAS S/N°   LOS COCOS","X5184","LOS COCOS","03548 464402 /492381","ipea343@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,1,"ADSL","Red Pública",1,2,2,2,17,17,0,345,184,30,16,-30.92318229,-64.50234697,"PRECISA","14","Córdoba","14091","Punilla","140910210"
"140340200",2,1,2,2,1,"I.P.E.M.y T. Nº 262 DR. BELISARIO ROLDAN","DR.PITT FUNES 547 BERTOSSI BRINKMANN","X2419","BRINCKMANN","03562 489690/401262","secretaria@ipetym262.net",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"ADSL","Red Pública",1,2,2,2,21,21,0,543,290,57,22,-30.8724692,-62.03612508,"PRECISA","14","Córdoba","14140","San Justo","141400820"
"140580300",2,2,1,3,1,"INSTITUTO DOMINGO FAUSTINO SARMIENTO","CASEROS 140 MANUEL BELGRANO BRINKMANN","X2419","BRINCKMANN","03562 455325","secundario.ipdfs@clubcentrosocial.com",2,1,2,"Tarde",2,"Inglés","Artísticas Visuales/Plástica",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-30.869475,-62.0347217,"PRECISA","14","Córdoba","14140","San Justo","141400820"
"140565800",2,1,2,2,2,"I.P.E.T. Nº 413","CAMINO A BELEN    SINSACATE","X5220","SINSACATE","03525 402424","ipet413sinsacate@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",1,2,2,2,7,7,0,172,87,9,7,-30.94301607,-64.09463029,"PRECISA","14","Córdoba","14168","Totoral","141680313"
"140440700",2,2,5,1,1,"INSTITUTO SAN PABLO","AV BARTOLOME JAIME 1340 CRUZ GRANDE BARRIO CRUZ GRANDE - LA CUMBRE","X5178","LA CUMBRE","03548 492021/451941","secsecundario@stpaulscordoba.com.ar",2,1,2,"Mañana, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,130,61,18,12,-30.9524116,-64.4939054,"APROXIMADA","14","Córdoba","14091","Punilla","140911404"
"140249203",1,1,2,2,2,"I.P.E.M. N° 326 MARIANO MORENO ANEXO COLONIA VALTELINA","SARMIENTO   COLONIA VALTELINA","X2413","COLONIA VALTERIANA","03562 495901","",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Telefónica","Red Pública",2,2,2,2,6,6,0,69,35,8,3,-31.05148972,-62.23460019,"APROXIMADA","14","Córdoba","14140","San Justo","141400904"
"140206500",2,1,2,2,1,"I.P.E.T. Nº 44 MINISTRO MACARIO CARRIZO","PATRICIAS ARGENTINAS 158  MIRAMAR","X5143","MIRAMAR","03563 493931/15491888","EE0310440@me.cba.gov.ar; ipem_44@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",1,2,2,2,9,9,0,241,106,17,6,-30.919656,-62.6799027,"PRECISA","14","Córdoba","14140","San Justo","141400510"
"140340500",2,1,2,2,2,"I.P.E.A. Nº 240 SANTIAGO CARRIZO","INT.  NELKY FERRERO 297  LA PAQUITA","X2416","LA PAQUITA","03562 495149","ipea240@gmail.com; ipeasantiagocarrizo@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",1,2,2,2,7,7,0,87,37,9,2,-30.9032591,-62.2136639,"PRECISA","14","Córdoba","14140","San Justo","141400809"
"140492001",1,1,2,2,2,"I.P.E.M. Nº 327 MARIA SECUNDINA LOPEZ - ANEXO MONTE DEL ROSARIO","CALLE PUBLICA S/N    MONTE DEL ROSARIO","X5129","MONTE DEL ROSARIO","03575 422150","",2,1,2,"Mañana, Doble",2,"Inglés","Música, Teatro",2,2,1,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,51,25,5,2,-30.98209389,-63.60278991,"PRECISA","14","Córdoba","14105","Río Primero","141050111"
"140540900",2,1,2,2,2,"I.P.E.M. Nº 367","RUTA E 66   ASCOCHINGA","X5117","ASCOCHINGA","03525 492995","ipem367@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Satelital","Red Pública",2,2,2,2,6,6,0,136,65,18,4,-30.9590044,-64.2729908,"APROXIMADA","14","Córdoba","14021","Colón","140210104"
"140573800",2,1,2,2,1,"I.P.E.T. N° 426","RIO NEGRO  ARGENTINO LA CUMBRE","X5178","LA CUMBRE","03548 456645","ipet426lacumbre@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",1,2,2,2,7,7,0,136,75,4,2,-30.98547783,-64.50872235,"PRECISA","14","Córdoba","14091","Punilla","140911410"
"140294800",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DEL HUERTO","BV. EUSEBIO AGUERO 23 NORTE JESUS MARIA","X5220","JESUS MARIA","03525 420219","comunidadhuerto@coop5.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",2,2,2,2,12,12,0,436,179,73,25,-30.97447138,-64.09156345,"PRECISA","14","Córdoba","14021","Colón","140210906"
"140121000",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DEL ROSARIO DEL MILAGRO","PEDRO OÑATE   A 2 Km.JESUS MARIA- A 3 Km DE SINSCATE","X5220","JESUS MARIA","03525 401311","seminariomenor@coop5.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",2,2,2,2,12,12,0,448,227,59,24,-30.96657793,-64.09626815,"PRECISA","14","Córdoba","14021","Colón","140210905"
"140573500",2,1,2,2,2,"I.P.E.T. N° 428 EGIDIO FERRERO","9 DE JULIO 230  SEEBER","X2419","SEEBER","03564 450813","escuelaseeber@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública",1,2,2,2,7,7,0,72,32,1,0,-30.92634287,-61.9726897,"APROXIMADA","14","Córdoba","14140","San Justo","141400916"
"140284300",2,2,5,3,1,"INSTITUTO GENERAL SAN MARTIN","9 DE JULIO 564 GOLF LA CUMBRE","X5178","LA CUMBRE","03548 451758","ides_lacumbre@yahoo.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica","Red Pública",2,2,2,2,10,10,0,170,81,13,9,-30.98460637,-64.48774749,"PRECISA","14","Córdoba","14091","Punilla","140911414"
"140284400",2,2,5,3,1,"INSTITUTO TECNICO INDUSTRIAL FELIX DE MICHELLI","9 DE JULIO 565 EL GOLF LA CUMBRE","X5178","LA CUMBRE","03548 452479","iti_ipalacumbre@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Cable Modem","Red Pública",1,2,2,2,7,7,0,222,94,16,10,-30.98469017,-64.48761449,"APROXIMADA","14","Córdoba","14091","Punilla","140911414"
"140440800",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DE LOURDES","LUCRECIA VILLALBA 258 SAN GERONIMO LA CUMBRE","X5178","LA CUMBRE","03548 451526","insllacumbre@yahoo.com.ar; lourdesnivelmedio@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica/ Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,225,91,21,5,-30.9860752,-64.48885561,"PRECISA","14","Córdoba","14091","Punilla","140911414"
"140249201",1,1,2,2,2,"I.P.E.M. Nº 326 MARIANO MORENO ANEXO COLONIA LAVARELLO","CALLE PUBLICA S/N°   COLONIA LAVARELLO P/PORTEÑA","X2415","COLONIA LAVARELLO","03564 450182","cbulavorello@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,5,5,0,13,4,2,1,-31.02579968,-61.95372048,"PRECISA","14","Córdoba","14140","San Justo","141400906"
"140294500",2,1,2,2,1,"I.P.E.M. Nº 272 DOMINGO FAUSTINO SARMIENTO","CORDOBA 1050  JESUS MARIA","X5220","JESUS MARIA","03525 426704","ipem272@coop5.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"ADSL/ Internet Móvil","Red Pública",2,2,2,2,37,37,0,1178,529,126,47,-30.98431116,-64.0983923,"PRECISA","14","Córdoba","14021","Colón","140210914"
"140426600",2,2,3,3,1,"ASOCIACION EDUCATIVA AGROTECNICA Y ORIENTADA PIO LEON","AV.28 DE JULIO 345  COLONIA CAROYA","X5223","COLONIA CAROYA","03525 424471","direccionsecundaria@pioleon.com.ar ; pio.leon@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Internet Móvil","Red Pública",1,2,2,2,13,13,0,399,209,48,16,-30.98586611,-64.10400596,"PRECISA","14","Córdoba","14021","Colón","140211101"
"140328500",2,1,2,2,1,"I.P.E.T. y M. Nº 69 JUANA MANSO DE NORONHA","PERU 212  JESUS MARIA","X5220","JESUS MARIA","03525 426702","ipetym69@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Portugués, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL","Red Pública",1,2,2,2,36,36,0,907,590,49,28,-30.98635145,-64.09507034,"PRECISA","14","Córdoba","14021","Colón","140211011"
